"age","workclass","education","maritial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
24,"State-gov","Masters","Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","small"
40,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"United-States","large"
50,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
32,"Private","HS-grad","Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","small"
62,"State-gov","Assoc-acdm","Widowed","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
61,"Private","11th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","large"
64,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","small"
70,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","small"
25,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","small"
20,"Private","Some-college","Never-married","Prof-specialty","Unmarried","White","Female",0,0,25,"United-States","small"
30,"Private","Some-college","Divorced","Adm-clerical","Own-child","White","Female",0,0,55,"United-States","small"
42,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
39,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
19,"Private","Some-college","Never-married","Sales","Own-child","Amer-Indian-Eskimo","Female",0,1721,25,"United-States","small"
31,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
34,"Self-emp-not-inc","Assoc-acdm","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States","small"
31,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"United-States","small"
66,"Self-emp-not-inc","7th-8th","Widowed","Farming-fishing","Unmarried","White","Male",0,0,50,"United-States","small"
75,"Private","Some-college","Widowed","Prof-specialty","Not-in-family","White","Female",0,0,8,"United-States","small"
55,"Private","HS-grad","Separated","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","small"
38,"State-gov","Masters","Never-married","Prof-specialty","Other-relative","White","Female",0,0,40,"United-States","small"
34,"Private","10th","Never-married","Other-service","Unmarried","Black","Female",0,0,40,"Jamaica","small"
36,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,60,"United-States","large"
31,"Local-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","small"
30,"Local-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","large"
18,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",0,0,24,"United-States","small"
61,"Local-gov","HS-grad","Widowed","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
59,"Federal-gov","10th","Divorced","Other-service","Not-in-family","White","Female",0,0,37,"United-States","small"
48,"Private","HS-grad","Divorced","Other-service","Unmarried","Black","Female",0,0,40,"United-States","small"
23,"Private","Some-college","Never-married","Exec-managerial","Other-relative","Black","Female",0,0,40,"United-States","small"
30,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","large"
55,"Private","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","small"
33,"Private","HS-grad","Divorced","Adm-clerical","Own-child","Other","Female",0,0,65,"United-States","small"
39,"Private","10th","Separated","Other-service","Own-child","Black","Female",0,0,12,"United-States","small"
31,"Private","Assoc-voc","Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","small"
39,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
57,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
49,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
46,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States","large"
36,"Self-emp-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","large"
58,"Private","HS-grad","Never-married","Other-service","Other-relative","White","Male",0,0,25,"United-States","small"
51,"Federal-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
34,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","small"
51,"Private","Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,56,"United-States","large"
43,"State-gov","Doctorate","Married-spouse-absent","Prof-specialty","Unmarried","White","Male",25236,0,64,"United-States","large"
32,"State-gov","7th-8th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,19,"United-States","small"
46,"Private","HS-grad","Divorced","Sales","Other-relative","White","Female",0,0,40,"United-States","small"
38,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","large"
53,"Federal-gov","HS-grad","Divorced","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","small"
29,"Self-emp-not-inc","Prof-school","Divorced","Prof-specialty","Not-in-family","White","Male",99999,0,60,"United-States","large"
31,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
42,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"Cuba","large"
21,"State-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","small"
35,"Private","Assoc-acdm","Married-AF-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","small"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States","large"
48,"Private","Some-college","Separated","Adm-clerical","Unmarried","White","Female",0,0,44,"United-States","small"
33,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","small"
44,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","large"
24,"Private","HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","small"
38,"Private","7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male",3942,0,84,"Portugal","small"
58,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","small"
38,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","small"
39,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","small"
21,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,25,"United-States","small"
64,"Federal-gov","Assoc-acdm","Separated","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","large"
46,"Local-gov","Masters","Widowed","Exec-managerial","Unmarried","Black","Female",0,0,35,"United-States","small"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
17,"Private","9th","Never-married","Other-service","Own-child","White","Male",1055,0,24,"United-States","small"
34,"Private","Assoc-voc","Married-spouse-absent","Adm-clerical","Unmarried","White","Female",0,974,40,"United-States","small"
23,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","small"
19,"Private","Some-college","Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","small"
36,"Local-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,56,"United-States","large"
34,"Private","5th-6th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"Mexico","small"
45,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States","small"
39,"Self-emp-not-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
44,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Poland","small"
33,"Private","Masters","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,15,"United-States","small"
33,"Private","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","small"
46,"Local-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",7688,0,96,"United-States","large"
30,"Private","Some-college","Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","small"
24,"State-gov","Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,30,"United-States","small"
36,"Self-emp-not-inc","Assoc-voc","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,60,"United-States","small"
31,"Private","Bachelors","Never-married","Tech-support","Not-in-family","White","Male",0,0,37,"United-States","small"
34,"Local-gov","11th","Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","small"
64,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","small"
43,"Federal-gov","HS-grad","Married-civ-spouse","Exec-managerial","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","small"
65,"State-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",6514,0,35,"United-States","large"
32,"Self-emp-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,50,"United-States","large"
39,"Private","Some-college","Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","small"
30,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
54,"Private","HS-grad","Widowed","Other-service","Unmarried","White","Female",0,0,40,"United-States","small"
26,"Private","11th","Divorced","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","small"
23,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","large"
38,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
35,"Self-emp-inc","Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male",0,1887,45,"United-States","large"
33,"State-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
32,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","small"
35,"Private","Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","small"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","large"
29,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",3103,0,45,"United-States","large"
58,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"United-States","small"
49,"Private","Assoc-voc","Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","small"
52,"Private","HS-grad","Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States","small"
64,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States","small"
40,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
52,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
57,"Self-emp-not-inc","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
31,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
35,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","small"
42,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States","large"
35,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
51,"Private","HS-grad","Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States","small"
27,"Private","Assoc-voc","Never-married","Tech-support","Other-relative","White","Female",0,0,36,"United-States","small"
54,"State-gov","Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States","large"
63,"Local-gov","Some-college","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,35,"United-States","small"
40,"Private","Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","small"
28,"Private","11th","Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,35,"United-States","small"
45,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,35,"United-States","large"
46,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","small"
25,"Private","HS-grad","Divorced","Other-service","Not-in-family","White","Female",0,0,40,"Mexico","small"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,50,"Japan","large"
38,"Local-gov","Some-college","Divorced","Exec-managerial","Unmarried","Black","Female",0,0,45,"United-States","small"
23,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
66,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","small"
32,"Private","Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,42,"United-States","small"
40,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Japan","small"
26,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","small"
23,"Local-gov","HS-grad","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","small"
23,"Private","Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,32,"Cuba","small"
33,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
19,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States","small"
28,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","small"
42,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","large"
21,"Private","Some-college","Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","small"
48,"Federal-gov","Bachelors","Married-civ-spouse","Adm-clerical","Wife","White","Female",7688,0,40,"United-States","large"
56,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,32,"United-States","small"
59,"Self-emp-inc","Assoc-voc","Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","large"
42,"Self-emp-inc","Masters","Divorced","Exec-managerial","Unmarried","Asian-Pac-Islander","Male",0,2201,60,"India","large"
30,"Private","Bachelors","Never-married","Transport-moving","Not-in-family","White","Male",4865,0,40,"United-States","small"
50,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","small"
49,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","small"
34,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,52,"Jamaica","small"
19,"Private","Some-college","Never-married","Sales","Own-child","Black","Female",0,0,20,"United-States","small"
57,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,45,"United-States","large"
26,"Local-gov","Bachelors","Never-married","Prof-specialty","Own-child","Black","Female",0,0,35,"United-States","small"
34,"Private","11th","Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","small"
21,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","small"
19,"Private","12th","Never-married","Transport-moving","Own-child","White","Male",0,0,15,"United-States","small"
30,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,44,"United-States","small"
32,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","large"
38,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",7688,0,40,"United-States","large"
21,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","small"
28,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
49,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","large"
42,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","small"
65,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",10605,0,60,"United-States","large"
42,"Private","Masters","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","small"
50,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Poland","small"
29,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,25,"United-States","large"
21,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",0,0,35,"United-States","small"
19,"Private","HS-grad","Never-married","Other-service","Other-relative","White","Female",0,0,40,"United-States","small"
46,"Private","Masters","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","small"
42,"Local-gov","7th-8th","Married-spouse-absent","Other-service","Not-in-family","White","Female",0,0,35,"Puerto-Rico","small"
62,"Private","Some-college","Widowed","Exec-managerial","Not-in-family","White","Female",0,0,16,"United-States","small"
39,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
36,"Local-gov","11th","Never-married","Other-service","Unmarried","White","Female",0,0,23,"United-States","small"
25,"Self-emp-not-inc","HS-grad","Separated","Craft-repair","Own-child","White","Male",0,0,35,"United-States","small"
22,"Private","Some-college","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","small"
20,"Private","Some-college","Never-married","Tech-support","Own-child","White","Female",0,0,24,"United-States","small"
17,"Private","10th","Never-married","Sales","Own-child","White","Female",0,0,12,"United-States","small"
49,"Private","7th-8th","Divorced","Craft-repair","Not-in-family","White","Male",0,0,70,"United-States","small"
41,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,50,"United-States","small"
31,"Private","12th","Never-married","Sales","Own-child","White","Male",0,0,32,"United-States","small"
52,"Federal-gov","Assoc-voc","Divorced","Farming-fishing","Not-in-family","White","Female",0,0,40,"United-States","small"
35,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","small"
19,"Self-emp-not-inc","Some-college","Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United-States","small"
26,"Private","Bachelors","Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","large"
18,"Self-emp-not-inc","11th","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","small"
42,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","small"
27,"Local-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,38,"United-States","small"
33,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",1055,0,40,"United-States","small"
46,"Private","9th","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","small"
56,"Local-gov","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","large"
39,"Private","Bachelors","Divorced","Adm-clerical","Unmarried","White","Female",0,0,20,"United-States","small"
29,"Local-gov","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","small"
47,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","small"
44,"Federal-gov","Bachelors","Divorced","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","small"
90,"Private","Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","large"
22,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,30,"United-States","small"
25,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","small"
43,"Private","HS-grad","Divorced","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","small"
26,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","small"
28,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","small"
36,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","large"
44,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","small"
31,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","small"
44,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,70,"United-States","small"
48,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3103,0,46,"United-States","large"
75,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,20,"United-States","large"
31,"Private","Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
46,"Private","HS-grad","Married-spouse-absent","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"Columbia","small"
29,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","large"
20,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",2176,0,20,"United-States","small"
35,"Local-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,"United-States","large"
73,"Private","7th-8th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,25,"United-States","small"
32,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","small"
34,"Private","HS-grad","Never-married","Transport-moving","Unmarried","Black","Male",0,0,30,"United-States","small"
32,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","small"
19,"State-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,15,"United-States","small"
36,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Iran","small"
48,"Private","HS-grad","Separated","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","small"
22,"Private","HS-grad","Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","small"
60,"Private","Masters","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","small"
32,"Private","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",0,0,35,"United-States","small"
24,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","small"
31,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","small"
21,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","small"
38,"Private","HS-grad","Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","small"
33,"Private","Masters","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","large"
63,"Private","10th","Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","small"
51,"Private","Some-college","Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States","large"
53,"Private","Masters","Married-civ-spouse","Sales","Husband","White","Male",7298,0,60,"United-States","large"
34,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",0,0,38,"United-States","small"
36,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","large"
56,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","large"
36,"Local-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States","large"
21,"Private","10th","Never-married","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","small"
27,"Private","Some-college","Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","small"
22,"Private","Assoc-voc","Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","small"
37,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",7688,0,60,"United-States","large"
64,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","small"
21,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,10,"United-States","small"
22,"Private","Some-college","Never-married","Exec-managerial","Unmarried","Black","Female",0,0,40,"Jamaica","small"
52,"Private","Prof-school","Divorced","Exec-managerial","Not-in-family","White","Male",0,2559,60,"United-States","large"
24,"Local-gov","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","small"
50,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","small"
53,"Local-gov","7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,38,"United-States","small"
50,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
34,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
47,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
32,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,1902,40,"United-States","large"
35,"Private","Bachelors","Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Female",4650,0,40,"United-States","small"
53,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,"United-States","small"
44,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","small"
34,"Private","Some-college","Never-married","Sales","Own-child","Black","Female",0,0,35,"United-States","small"
38,"Private","Assoc-acdm","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
42,"Private","HS-grad","Divorced","Protective-serv","Not-in-family","Black","Male",0,0,35,"United-States","small"
33,"Private","Some-college","Separated","Other-service","Unmarried","Black","Female",0,0,25,"United-States","small"
49,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
38,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","small"
57,"Private","5th-6th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"Mexico","small"
35,"Private","Some-college","Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
20,"Private","HS-grad","Never-married","Sales","Own-child","Black","Female",0,0,20,"United-States","small"
63,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","small"
54,"Local-gov","Some-college","Divorced","Craft-repair","Unmarried","White","Male",0,0,42,"United-States","small"
23,"Local-gov","11th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","small"
38,"Self-emp-not-inc","HS-grad","Separated","Other-service","Unmarried","White","Female",0,0,40,"United-States","small"
23,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","small"
25,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","small"
20,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","Black","Female",0,1721,30,"United-States","small"
43,"Self-emp-not-inc","HS-grad","Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
39,"Self-emp-inc","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","large"
43,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,60,"United-States","large"
27,"Private","Assoc-voc","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","small"
51,"Self-emp-not-inc","Assoc-voc","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,38,"United-States","large"
27,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,80,"United-States","large"
